EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001948,33.0,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,2.0,4,4,93.0,3,2,4,1.0,No,14.0,3,6.0,5.0,3,6.0,2.0,0.0,4.0,No,3
E1001949,32.0,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,2.0,3,4,45.0,3,2,2,0.0,No,13.0,3,10.0,4.0,2,9.0,5.0,1.0,6.0,No,3
E1001951,31.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5.0,4,1,67.0,3,2,4,1.0,No,11.0,1,10.0,2.0,3,10.0,0.0,0.0,2.0,No,3
E1001952,49.0,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,16.0,3,4,74.0,3,1,1,4.0,Yes,16.0,2,17.0,2.0,2,2.0,2.0,2.0,2.0,No,3
E1001958,20.0,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,9.0,1,4,54.0,3,1,1,1.0,No,11.0,1,2.0,3.0,3,2.0,2.0,0.0,2.0,No,3
E1001959,33.0,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,16.0,3,3,36.0,3,2,4,1.0,Yes,25.0,3,7.0,2.0,3,6.0,5.0,1.0,2.0,No,4
E1001960,36.0,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,26.0,4,1,80.0,3,2,3,6.0,No,14.0,2,10.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E1001961,44.0,Female,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,1.0,3,3,44.0,3,1,4,4.0,Yes,18.0,1,8.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001962,23.0,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,8.0,1,4,93.0,2,1,3,1.0,Yes,11.0,1,5.0,2.0,3,5.0,4.0,1.0,2.0,Yes,3
E1001965,38.0,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,4.0,2,4,87.0,3,1,3,7.0,No,19.0,4,7.0,5.0,2,0.0,0.0,0.0,0.0,No,3
E1001967,53.0,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24.0,4,2,48.0,4,3,4,3.0,No,15.0,3,11.0,2.0,3,4.0,3.0,1.0,2.0,No,2
E1001969,48.0,Female,Medical,Married,Sales,Sales Representative,Travel_Frequently,7.0,2,4,95.0,3,1,3,2.0,Yes,11.0,3,19.0,3.0,3,9.0,7.0,7.0,7.0,Yes,3
E1001970,32.0,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,2.0,4,4,95.0,3,1,2,1.0,No,12.0,1,1.0,2.0,3,1.0,0.0,0.0,0.0,Yes,3
E1001971,26.0,Male,Medical,Single,Finance,Finance Manager,Non-Travel,7.0,3,4,76.0,3,1,4,1.0,No,20.0,3,7.0,5.0,3,7.0,7.0,5.0,7.0,No,4
E1001972,55.0,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,22.0,3,1,94.0,2,1,2,5.0,No,12.0,4,8.0,1.0,3,4.0,2.0,1.0,2.0,No,2
E1001974,34.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5.0,2,2,57.0,2,2,4,1.0,No,14.0,3,15.0,3.0,4,15.0,10.0,4.0,13.0,No,2
E1001975,60.0,Male,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1.0,4,3,92.0,1,3,4,3.0,No,20.0,3,19.0,2.0,4,1.0,0.0,0.0,0.0,No,4
E1001978,37.0,Male,Medical,Divorced,Sales,Sales Executive,Travel_Frequently,1.0,4,3,31.0,1,2,4,1.0,No,14.0,3,6.0,2.0,2,6.0,3.0,1.0,3.0,No,3
E1001979,34.0,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,19.0,3,2,35.0,2,1,4,1.0,No,12.0,2,10.0,3.0,3,10.0,9.0,8.0,7.0,No,2
E1001981,44.0,Female,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,2.0,3,3,96.0,4,3,4,1.0,Yes,19.0,2,9.0,2.0,3,8.0,7.0,6.0,7.0,No,3
E1001984,43.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,2.0,3,4,73.0,3,2,4,1.0,Yes,17.0,1,10.0,3.0,3,10.0,9.0,8.0,8.0,No,3
E1001987,29.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,9.0,4,4,43.0,3,1,3,9.0,No,17.0,3,9.0,2.0,3,5.0,3.0,1.0,2.0,No,3
E1001988,36.0,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2.0,4,3,51.0,3,2,4,3.0,No,15.0,3,17.0,2.0,2,13.0,7.0,6.0,7.0,No,3
E1001990,45.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,1.0,1,3,74.0,2,3,3,3.0,No,23.0,4,25.0,3.0,2,23.0,15.0,14.0,4.0,No,4
E1001996,26.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,17.0,4,4,62.0,1,1,3,1.0,No,15.0,3,3.0,3.0,4,3.0,2.0,0.0,2.0,No,3
E1001997,45.0,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,28.0,2,4,48.0,2,4,2,1.0,No,11.0,3,21.0,2.0,3,21.0,6.0,8.0,6.0,No,3
E1001999,31.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2.0,4,2,69.0,3,1,3,1.0,No,14.0,4,6.0,2.0,4,5.0,2.0,0.0,3.0,No,3
E1002000,41.0,Male,Human Resources,Married,Human Resources,Human Resources,Non-Travel,4.0,3,3,60.0,1,2,2,6.0,No,19.0,2,10.0,4.0,3,3.0,2.0,1.0,2.0,No,3
E1002002,40.0,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,8.0,2,2,92.0,3,2,1,2.0,Yes,16.0,2,18.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E1002003,24.0,Male,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,29.0,1,2,91.0,3,1,1,1.0,No,13.0,2,6.0,2.0,4,6.0,2.0,1.0,2.0,No,2
E1002005,46.0,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,13.0,4,3,34.0,3,2,2,6.0,No,14.0,4,19.0,3.0,3,10.0,7.0,0.0,9.0,No,3
E1002007,30.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,16.0,1,2,33.0,3,1,4,1.0,No,12.0,2,10.0,2.0,2,10.0,0.0,0.0,8.0,No,3
E1002009,47.0,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,2.0,4,3,87.0,3,2,2,7.0,No,11.0,4,4.0,3.0,1,1.0,0.0,0.0,0.0,No,3
E1002010,46.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,2.0,3,3,74.0,3,3,4,4.0,Yes,12.0,2,13.0,5.0,2,10.0,6.0,0.0,3.0,No,3
E1002011,36.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,13.0,5,2,96.0,2,2,1,5.0,Yes,13.0,2,16.0,3.0,3,2.0,2.0,2.0,2.0,Yes,2
E1002012,32.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1.0,2,1,34.0,1,2,2,6.0,No,15.0,2,10.0,2.0,3,0.0,0.0,0.0,0.0,Yes,3
E1002014,31.0,Female,Technical Degree,Single,Research & Development,Manufacturing Director,Travel_Frequently,24.0,1,4,30.0,3,2,4,2.0,No,20.0,4,9.0,3.0,2,5.0,4.0,1.0,4.0,No,4
E1002015,39.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Non-Travel,1.0,3,4,77.0,3,2,4,1.0,Yes,15.0,4,9.0,2.0,3,9.0,8.0,5.0,8.0,No,3
E1002017,32.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,19.0,3,4,80.0,1,3,3,3.0,No,13.0,3,10.0,2.0,1,4.0,3.0,0.0,2.0,No,3
E1002018,40.0,Male,Medical,Single,Sales,Manager,Travel_Rarely,7.0,4,2,88.0,3,5,2,1.0,No,14.0,2,21.0,3.0,2,21.0,8.0,12.0,8.0,No,2
E1002022,45.0,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,4.0,3,3,56.0,1,3,3,4.0,No,21.0,3,9.0,2.0,4,5.0,0.0,0.0,3.0,No,4
E1002023,30.0,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Frequently,2.0,4,4,78.0,2,1,1,0.0,No,16.0,4,10.0,2.0,3,9.0,7.0,0.0,7.0,No,3
E1002024,24.0,Male,Medical,Married,Human Resources,Human Resources,Travel_Frequently,10.0,3,1,59.0,3,1,4,0.0,No,14.0,4,3.0,2.0,3,2.0,2.0,2.0,1.0,No,2
E1002025,30.0,Female,Human Resources,Divorced,Human Resources,Human Resources,Travel_Frequently,8.0,3,3,66.0,2,1,4,6.0,No,11.0,3,6.0,0.0,2,4.0,2.0,1.0,2.0,Yes,3
E1002027,31.0,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,5.0,3,1,51.0,3,2,3,1.0,No,19.0,3,6.0,3.0,3,5.0,2.0,0.0,2.0,No,4
E1002029,27.0,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,8.0,3,3,67.0,3,1,4,1.0,No,11.0,3,6.0,5.0,2,6.0,2.0,1.0,4.0,No,3
E1002030,29.0,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,9.0,3,2,52.0,1,1,2,1.0,No,13.0,3,2.0,3.0,3,2.0,2.0,2.0,2.0,Yes,2
E1002031,29.0,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,1.0,3,4,70.0,4,2,3,8.0,Yes,12.0,4,10.0,5.0,4,3.0,2.0,0.0,2.0,No,3
E1002032,30.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,15.0,2,3,94.0,2,3,1,2.0,No,11.0,1,12.0,2.0,3,7.0,7.0,1.0,7.0,No,3
E1002033,34.0,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2.0,4,4,97.0,4,1,4,0.0,Yes,14.0,1,6.0,3.0,3,5.0,0.0,1.0,2.0,No,3
E1002034,33.0,Female,Marketing,Single,Sales,Sales Executive,Non-Travel,2.0,3,4,62.0,3,2,2,8.0,No,15.0,4,13.0,2.0,2,11.0,7.0,1.0,7.0,No,3
E1002035,49.0,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,11.0,4,4,80.0,3,2,4,3.0,No,12.0,3,8.0,1.0,4,5.0,1.0,0.0,4.0,No,3
E1002036,33.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,16.0,3,1,74.0,3,3,1,2.0,Yes,20.0,3,11.0,2.0,2,0.0,0.0,0.0,0.0,Yes,4
E1002038,38.0,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,2.0,2,3,75.0,2,1,2,4.0,No,14.0,2,9.0,4.0,2,6.0,1.0,0.0,5.0,No,3
E1002042,32.0,Male,Technical Degree,Single,Research & Development,Research Scientist,Non-Travel,5.0,4,2,65.0,3,1,2,2.0,No,14.0,2,12.0,3.0,3,7.0,7.0,0.0,7.0,No,3
E1002044,38.0,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,18.0,3,2,60.0,1,2,4,3.0,Yes,16.0,3,15.0,2.0,3,1.0,0.0,1.0,0.0,No,3
E1002045,43.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,17.0,3,3,38.0,2,1,3,9.0,Yes,16.0,4,6.0,4.0,3,1.0,0.0,0.0,0.0,Yes,3
E1002048,55.0,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,2.0,3,3,60.0,2,5,1,8.0,No,12.0,2,34.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E1002049,33.0,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,4.0,3,4,90.0,3,2,2,5.0,No,15.0,4,11.0,2.0,2,9.0,8.0,1.0,7.0,No,3
E1002050,41.0,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,9.0,4,3,94.0,3,1,1,1.0,No,20.0,2,5.0,2.0,3,5.0,3.0,0.0,4.0,No,4
E1002052,34.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,10.0,3,4,87.0,3,2,3,1.0,Yes,14.0,3,15.0,3.0,3,15.0,14.0,0.0,7.0,No,3
E1002053,53.0,Female,Medical,Married,Research & Development,Manufacturing Director,Non-Travel,1.0,4,1,60.0,2,4,3,4.0,Yes,20.0,4,27.0,2.0,2,3.0,2.0,0.0,2.0,No,3
E1002056,43.0,Male,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,2.0,3,2,97.0,3,1,4,0.0,No,13.0,2,10.0,5.0,3,9.0,7.0,1.0,8.0,No,2
E1002057,34.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3.0,2,4,32.0,1,2,4,5.0,No,12.0,1,6.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E1002058,21.0,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,7.0,1,2,31.0,3,1,2,1.0,No,13.0,2,1.0,3.0,3,1.0,0.0,1.0,0.0,Yes,3
E1002060,38.0,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,6.0,2,4,40.0,2,1,3,1.0,No,11.0,2,5.0,3.0,3,5.0,4.0,0.0,4.0,No,3
E1002061,22.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,8.0,1,3,79.0,3,1,1,1.0,Yes,17.0,3,1.0,6.0,3,1.0,0.0,0.0,0.0,Yes,3
E1002062,31.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,29.0,4,1,91.0,2,2,4,1.0,No,14.0,1,13.0,3.0,3,12.0,7.0,5.0,7.0,No,2
E1002067,46.0,Male,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,2.0,4,3,46.0,3,5,4,7.0,Yes,17.0,3,24.0,3.0,3,2.0,1.0,2.0,2.0,No,3
E1002068,36.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10.0,3,4,90.0,3,3,1,7.0,Yes,13.0,4,15.0,1.0,3,12.0,8.0,5.0,7.0,No,3
E1002070,44.0,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,1.0,2,3,99.0,3,1,2,1.0,Yes,12.0,3,6.0,2.0,2,5.0,3.0,2.0,3.0,Yes,3
E1002072,37.0,Male,Other,Divorced,Human Resources,Human Resources,Travel_Rarely,8.0,2,3,89.0,3,2,2,2.0,No,13.0,3,19.0,4.0,2,10.0,0.0,4.0,7.0,No,3
E1002076,33.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,8.0,4,4,90.0,4,1,1,6.0,No,19.0,2,14.0,1.0,3,10.0,8.0,7.0,6.0,No,3
E1002079,46.0,Male,Life Sciences,Single,Sales,Sales Executive,Non-Travel,26.0,2,2,98.0,2,2,2,8.0,No,15.0,3,6.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E1002080,40.0,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2.0,2,3,99.0,3,1,1,4.0,No,17.0,4,7.0,5.0,2,4.0,3.0,0.0,2.0,No,3
E1002082,35.0,Male,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,2.0,2,2,90.0,3,2,4,2.0,No,14.0,3,15.0,6.0,3,7.0,7.0,1.0,7.0,No,2
E1002083,38.0,Male,Human Resources,Divorced,Human Resources,Human Resources,Non-Travel,2.0,3,1,100.0,3,1,2,5.0,No,13.0,4,13.0,3.0,3,11.0,10.0,3.0,8.0,No,2
E1002085,34.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,9.0,4,4,93.0,3,2,1,4.0,No,17.0,3,11.0,3.0,2,7.0,1.0,0.0,7.0,Yes,3
E1002090,39.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,20.0,3,3,83.0,3,2,4,2.0,No,18.0,4,7.0,6.0,3,2.0,1.0,2.0,2.0,No,3
E1002091,43.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,9.0,3,1,52.0,3,1,3,4.0,No,13.0,3,7.0,2.0,2,3.0,2.0,1.0,2.0,No,2
E1002092,41.0,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,5.0,3,2,85.0,4,2,2,3.0,No,12.0,1,11.0,3.0,1,3.0,2.0,1.0,2.0,No,2
E1002093,41.0,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,4.0,1,3,81.0,3,3,3,0.0,Yes,13.0,4,23.0,3.0,4,22.0,14.0,13.0,5.0,No,3
E1002101,34.0,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8.0,2,2,92.0,4,2,3,1.0,No,21.0,3,10.0,5.0,3,10.0,8.0,4.0,8.0,No,2
E1002102,58.0,Male,Medical,Divorced,Sales,Manager,Non-Travel,2.0,3,2,52.0,3,4,2,4.0,No,22.0,4,37.0,0.0,2,16.0,9.0,14.0,14.0,No,2
E1002104,35.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,23.0,4,2,91.0,1,1,3,0.0,No,16.0,2,6.0,2.0,4,5.0,4.0,0.0,3.0,No,3
E1002105,47.0,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4.0,3,3,92.0,2,3,2,8.0,Yes,12.0,3,28.0,4.0,3,22.0,11.0,14.0,10.0,No,3
E1002107,40.0,Female,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,12.0,3,2,47.0,3,2,1,2.0,No,12.0,2,15.0,3.0,3,7.0,4.0,7.0,7.0,No,2
E1002108,54.0,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7.0,4,4,68.0,3,2,4,4.0,No,15.0,2,14.0,2.0,2,7.0,1.0,1.0,7.0,No,3
E1002111,31.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7.0,4,1,68.0,3,3,1,2.0,No,14.0,4,9.0,3.0,3,3.0,2.0,2.0,2.0,No,2
E1002113,38.0,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2.0,4,2,77.0,1,2,4,2.0,Yes,20.0,1,20.0,4.0,2,4.0,2.0,0.0,3.0,No,3
E1002114,26.0,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10.0,3,3,46.0,3,2,4,1.0,No,13.0,1,5.0,4.0,3,5.0,3.0,1.0,2.0,No,3
E1002115,58.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,15.0,4,1,87.0,3,4,3,2.0,Yes,14.0,2,23.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E1002117,18.0,Female,Medical,Single,Research & Development,Manager R&D,Non-Travel,14.0,3,2,33.0,3,1,3,1.0,No,16.0,3,0.0,4.0,1,0.0,0.0,0.0,0.0,No,3
E1002120,31.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,18.0,5,4,89.0,4,1,1,0.0,No,17.0,3,2.0,4.0,3,1.0,0.0,0.0,0.0,Yes,3
E1002123,45.0,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2.0,4,3,67.0,3,2,3,4.0,No,22.0,2,10.0,3.0,4,8.0,7.0,5.0,7.0,No,4
E1002125,36.0,Female,Other,Married,Research & Development,Research Scientist,Travel_Rarely,2.0,4,4,73.0,3,2,2,4.0,Yes,22.0,4,15.0,2.0,3,1.0,0.0,0.0,0.0,No,4
E1002127,43.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,2.0,4,1,92.0,3,2,4,1.0,No,20.0,3,7.0,5.0,3,7.0,7.0,7.0,7.0,No,2
E1002128,27.0,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,5.0,2,4,53.0,3,1,4,0.0,Yes,14.0,3,6.0,3.0,2,5.0,4.0,0.0,2.0,No,3
E1002130,29.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,20.0,1,4,40.0,3,1,4,1.0,No,13.0,2,11.0,3.0,4,11.0,8.0,3.0,10.0,No,3
E1002131,32.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,10.0,4,4,79.0,3,2,4,8.0,No,13.0,3,4.0,2.0,4,0.0,0.0,0.0,0.0,No,3
E1002132,42.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,10.0,4,3,38.0,3,1,3,3.0,No,22.0,2,10.0,1.0,2,6.0,3.0,3.0,3.0,No,4
E1002134,47.0,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9.0,4,2,64.0,3,1,3,4.0,No,12.0,3,7.0,2.0,3,2.0,2.0,2.0,0.0,No,2
E1002135,46.0,Male,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,2.0,2,4,82.0,3,3,4,3.0,No,14.0,3,12.0,4.0,2,9.0,8.0,4.0,7.0,No,3
E1002136,28.0,Male,Life Sciences,Divorced,Human Resources,Human Resources,Non-Travel,1.0,2,3,43.0,3,1,4,1.0,No,15.0,2,3.0,2.0,3,3.0,2.0,2.0,2.0,No,3
E1002137,29.0,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,29.0,1,4,93.0,1,2,3,8.0,No,17.0,4,11.0,3.0,3,7.0,0.0,1.0,6.0,No,3
E1002138,42.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,8.0,3,4,81.0,3,1,3,4.0,No,13.0,4,8.0,3.0,3,0.0,0.0,0.0,0.0,No,3
E1002140,32.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2.0,4,3,82.0,2,2,2,7.0,Yes,12.0,3,7.0,3.0,2,2.0,2.0,2.0,2.0,Yes,3
E1002141,46.0,Female,Technical Degree,Divorced,Sales,Sales Executive,Travel_Rarely,3.0,3,1,45.0,4,4,1,2.0,No,12.0,4,25.0,5.0,3,19.0,17.0,2.0,8.0,No,2
E1002142,27.0,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,23.0,1,2,36.0,2,2,3,1.0,No,21.0,4,9.0,5.0,3,9.0,8.0,5.0,8.0,No,2
E1002143,29.0,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,6.0,1,4,87.0,2,1,2,1.0,No,11.0,4,1.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E1002145,48.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10.0,3,4,91.0,2,5,2,4.0,No,12.0,4,29.0,3.0,3,22.0,10.0,12.0,9.0,No,3
E1002146,29.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,24.0,2,4,73.0,2,1,4,1.0,Yes,24.0,2,1.0,3.0,2,1.0,0.0,1.0,0.0,Yes,4
E1002151,55.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,2.0,4,2,98.0,2,1,4,8.0,No,20.0,2,19.0,2.0,4,5.0,2.0,0.0,4.0,No,3
E1002153,28.0,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,3.0,3,2,78.0,3,1,2,1.0,No,19.0,4,1.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E1002154,30.0,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,9.0,3,2,89.0,3,1,4,1.0,No,13.0,3,1.0,3.0,2,1.0,0.0,0.0,0.0,Yes,3
E1002156,22.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,7.0,1,4,75.0,3,1,2,1.0,Yes,23.0,1,1.0,2.0,3,1.0,0.0,0.0,0.0,Yes,4
E1002158,36.0,Female,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,10.0,4,2,63.0,2,2,3,1.0,Yes,13.0,1,10.0,4.0,3,10.0,9.0,1.0,7.0,No,2
E1002160,34.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,4.0,3,3,64.0,3,3,4,2.0,Yes,13.0,4,9.0,3.0,3,5.0,3.0,1.0,0.0,No,3
E1002161,29.0,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,7.0,3,4,59.0,3,1,1,3.0,No,14.0,2,11.0,2.0,3,3.0,2.0,1.0,2.0,No,3
E1002163,37.0,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7.0,4,4,78.0,3,2,1,5.0,Yes,22.0,3,16.0,2.0,3,5.0,3.0,0.0,4.0,No,4
E1002164,35.0,Female,Other,Married,Research & Development,Manufacturing Director,Travel_Rarely,16.0,2,4,44.0,2,2,2,0.0,Yes,11.0,4,4.0,2.0,3,3.0,2.0,0.0,2.0,No,3
E1002166,45.0,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,25.0,2,2,93.0,2,2,4,0.0,No,13.0,4,10.0,2.0,2,9.0,8.0,3.0,8.0,No,2
E1002168,36.0,Male,Human Resources,Single,Human Resources,Human Resources,Travel_Frequently,2.0,1,2,94.0,2,2,4,1.0,No,21.0,4,10.0,2.0,2,10.0,1.0,0.0,8.0,No,4
E1002170,40.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1.0,4,1,98.0,3,4,1,2.0,No,11.0,1,22.0,3.0,3,19.0,7.0,11.0,16.0,No,2
E1002171,26.0,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,2,2,90.0,2,1,3,1.0,Yes,13.0,3,1.0,3.0,2,1.0,0.0,1.0,0.0,No,3
E1002176,27.0,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,2.0,2,1,89.0,4,2,3,0.0,No,14.0,2,9.0,5.0,2,8.0,7.0,0.0,7.0,No,3
E1002178,48.0,Female,Medical,Divorced,Research & Development,Manager,Travel_Frequently,22.0,3,4,58.0,3,4,4,3.0,No,11.0,2,24.0,3.0,3,22.0,17.0,4.0,7.0,No,3
E1002181,44.0,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,1.0,4,2,78.0,4,2,1,2.0,No,15.0,4,10.0,5.0,3,2.0,0.0,2.0,2.0,No,3
E1002183,34.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,16.0,4,4,85.0,1,1,1,1.0,Yes,23.0,2,5.0,2.0,3,5.0,2.0,3.0,0.0,Yes,4
E1002185,56.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,24.0,2,1,97.0,3,1,4,1.0,No,16.0,4,5.0,3.0,3,4.0,2.0,1.0,0.0,Yes,2
E1002186,36.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,17.0,2,3,33.0,2,2,2,2.0,No,16.0,3,12.0,1.0,1,4.0,2.0,1.0,3.0,No,2
E1002187,41.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8.0,3,3,54.0,3,2,2,5.0,No,21.0,3,14.0,3.0,3,5.0,4.0,1.0,4.0,No,4
